Field	Time	LHEE:X	LHEE:Y	LHEE:Z	RHEE:X	RHEE:Y	RHEE:Z	LFEO:X	LFEO:Y	LFEO:Z	LFEP:X	LFEP:Y	LFEP:Z	LFEL:X	LFEL:Y	LFEL:Z	LFEA:X	LFEA:Y	LFEA:Z	LTIO:X	LTIO:Y	LTIO:Z	LTIP:X	LTIP:Y	LTIP:Z	LTIL:X	LTIL:Y	LTIL:Z	LTIA:X	LTIA:Y	LTIA:Z	LTOO:X	LTOO:Y	LTOO:Z	LTOP:X	LTOP:Y	LTOP:Z	LTOL:X	LTOL:Y	LTOL:Z	LTOA:X	LTOA:Y	LTOA:Z	PELO:X	PELO:Y	PELO:Z	PELP:X	PELP:Y	PELP:Z	PELL:X	PELL:Y	PELL:Z	PELA:X	PELA:Y	PELA:Z	RFEO:X	RFEO:Y	RFEO:Z	RFEP:X	RFEP:Y	RFEP:Z	RFEL:X	RFEL:Y	RFEL:Z	RFEA:X	RFEA:Y	RFEA:Z	RTIO:X	RTIO:Y	RTIO:Z	RTIP:X	RTIP:Y	RTIP:Z	RTIL:X	RTIL:Y	RTIL:Z	RTIA:X	RTIA:Y	RTIA:Z	RTOO:X	RTOO:Y	RTOO:Z	RTOP:X	RTOP:Y	RTOP:Z	RTOL:X	RTOL:Y	RTOL:Z	RTOA:X	RTOA:Y	RTOA:Z	TRXO:X	TRXO:Y	TRXO:Z	TRXP:X	TRXP:Y	TRXP:Z	TRXL:X	TRXL:Y	TRXL:Z	TRXA:X	TRXA:Y	TRXA:Z
178	1.7700	145.984070	-1113.522095	42.361450	254.254150	-1738.599487	164.627594	123.210945	-1145.807007	488.123840	124.738144	-1300.765015	834.231079	-251.156891	-1091.274780	514.190735	183.633804	-804.019409	640.881348	136.232681	-1079.406860	74.760330	123.894943	-1142.319458	466.412598	-260.379456	-1070.582886	63.683781	143.184860	-687.659668	137.907166	108.639122	-931.989197	75.971130	114.520073	-979.232849	72.567993	61.274178	-937.831177	75.220589	108.312759	-935.458801	123.573502	190.840805	-1304.328979	830.787964	199.370422	-1278.964478	960.635376	58.718460	-1295.924561	837.825317	197.725800	-1174.473389	804.969604	288.144714	-1439.699829	485.435852	256.943451	-1307.893188	827.344971	-73.477448	-1395.341064	435.335297	347.341370	-1099.247681	359.592926	268.618011	-1684.026001	146.856995	287.116852	-1452.559448	467.615326	-110.329407	-1581.590820	94.792114	382.026642	-1379.501587	-79.435364	299.517792	-1591.146729	29.130806	292.266754	-1623.586670	64.753830	251.690125	-1581.949219	27.771189	305.337158	-1555.975952	62.343456	182.509125	-1216.050781	1323.438477	179.347290	-1213.474487	1125.549316	380.358215	-1211.264038	1320.339600	177.763702	-1018.194214	1326.090210
179	1.7800	145.848709	-1113.046509	42.988827	253.053192	-1722.113159	173.096939	122.292603	-1130.189453	489.267487	122.854652	-1284.343506	834.932373	-250.648834	-1071.492676	516.050476	186.808655	-789.544189	641.078003	136.358276	-1078.753540	74.343399	123.032280	-1127.484253	467.447021	-259.274872	-1057.771851	63.532616	155.839554	-685.984131	123.693085	109.533775	-931.217163	71.458481	115.154739	-978.569275	69.382095	62.136314	-936.827026	71.082535	109.404846	-933.323364	119.141586	188.952744	-1287.620605	831.135925	198.050827	-1262.627930	961.016785	56.835037	-1279.789429	838.883789	195.164063	-1157.657227	805.692261	289.770020	-1417.512207	483.850159	255.050903	-1290.898315	827.339539	-72.502228	-1379.747559	433.312073	342.446838	-1074.344360	362.679199	268.571899	-1669.803711	153.076645	288.650421	-1430.836792	466.380249	-109.353363	-1569.338135	100.668137	380.092468	-1372.366455	-80.935532	301.394836	-1584.831299	30.019190	293.497986	-1614.900269	67.534836	253.714554	-1575.048950	27.823301	307.571838	-1547.762573	61.030151	181.632141	-1200.001709	1324.061768	178.414749	-1197.317017	1126.249634	379.412476	-1195.509277	1320.905884	177.183533	-1002.214417	1326.818481
180	1.7900	145.698471	-1112.866089	43.580364	251.258804	-1703.543945	181.080048	121.355957	-1115.576172	490.453857	121.023117	-1268.138428	835.996704	-250.512299	-1054.837402	516.912720	187.606689	-775.413269	640.704651	136.378174	-1078.325195	74.210594	122.146355	-1113.616455	468.555634	-258.527893	-1048.822998	62.598778	164.709656	-684.827881	110.448456	110.021645	-930.804138	68.063202	115.486664	-978.208984	67.040131	62.605770	-936.266907	67.899651	109.976295	-931.839233	115.781754	187.117828	-1271.086304	831.885254	196.698975	-1246.384521	961.787170	55.001221	-1263.913818	840.265869	192.584091	-1141.029175	806.750793	291.264618	-1394.447266	482.547089	253.212646	-1274.034668	827.773926	-71.761993	-1365.593140	432.469055	334.766510	-1048.330322	366.618927	267.885315	-1653.459106	159.394485	290.024597	-1408.184570	465.408020	-109.242828	-1556.049438	108.603378	375.487488	-1362.519653	-81.582748	303.036133	-1575.649292	32.308342	294.375366	-1603.554199	71.298386	255.510910	-1565.409668	29.080109	309.381409	-1537.043823	61.347500	180.802979	-1184.031128	1325.086792	177.532928	-1181.237549	1127.369385	378.495911	-1179.806152	1321.876831	176.624329	-986.331909	1327.949219
181	1.8000	145.553635	-1112.827271	44.104179	248.883621	-1682.965698	188.303970	120.406311	-1102.119507	491.601532	119.280220	-1252.163330	837.401611	-250.741211	-1041.240234	516.808594	186.288086	-761.718689	639.517151	136.326782	-1077.948730	74.283585	121.243629	-1100.848633	469.654175	-258.297546	-1043.735352	61.210548	169.702820	-683.772583	98.387573	110.110962	-930.526367	65.663925	115.532738	-977.946655	65.433784	62.690159	-935.947693	65.561325	110.035164	-930.766663	113.393066	185.373184	-1254.748169	833.026489	195.330154	-1230.252686	962.939087	53.253906	-1248.302124	841.937134	190.043381	-1124.614136	808.131287	292.607056	-1370.591064	481.564667	251.466202	-1257.333374	828.651306	-71.091583	-1352.754150	432.634399	324.540680	-1021.530151	371.447876	266.545593	-1634.927246	165.619385	291.218018	-1384.679810	464.725006	-109.902191	-1541.367065	118.394142	368.403381	-1349.761719	-81.367020	304.307251	-1563.058350	35.812817	294.803864	-1589.157104	75.843674	256.940369	-1552.512451	31.443413	310.631287	-1523.289429	63.242142	180.034164	-1168.153564	1326.496460	176.710327	-1165.251831	1128.888916	377.623962	-1164.175171	1323.231323	176.104706	-970.558105	1329.464111
182	1.8100	145.425507	-1112.835938	44.541775	245.968658	-1660.479980	194.515137	119.446510	-1089.923828	492.645508	117.658379	-1236.423950	839.118286	-251.276611	-1030.476563	515.868530	183.243744	-748.584351	637.304382	136.226608	-1077.528320	74.481415	120.328247	-1089.272461	470.672791	-258.602966	-1042.187988	59.685272	171.084991	-682.596191	87.587013	109.844734	-930.250427	64.086266	115.327637	-977.663086	64.419739	62.431339	-935.734558	63.924538	109.645760	-929.937744	111.814606	183.751740	-1238.620605	834.540649	193.958649	-1214.245850	964.456482	51.624985	-1232.950684	843.857483	187.594925	-1108.427856	809.812012	293.781433	-1346.034790	480.930664	249.845215	-1240.817627	829.963257	-70.301331	-1340.966309	433.572021	312.170013	-994.284180	377.208893	264.580353	-1614.187012	171.531082	292.216309	-1360.406738	464.347778	-111.156342	-1524.891724	129.601974	359.279663	-1333.951904	-80.282516	305.101379	-1546.705688	40.210232	294.717194	-1571.463989	80.868881	257.896545	-1535.975098	34.688358	311.250000	-1506.137085	66.484070	179.336227	-1152.380859	1328.263672	175.952454	-1149.370728	1130.777954	376.810364	-1148.634033	1324.937256	175.641068	-954.901672	1331.337036
183	1.8200	145.316956	-1112.843262	44.889130	242.583664	-1636.202026	199.495422	118.481651	-1079.037231	493.541748	116.183472	-1220.918213	841.112122	-252.030518	-1022.197876	514.294128	178.947311	-736.138184	633.915649	136.088379	-1077.027832	74.734436	119.405785	-1078.931763	471.561310	-259.343201	-1043.616455	58.270805	169.390930	-681.258240	78.033325	109.291031	-929.914551	63.136898	114.919205	-977.306030	63.846203	61.895779	-935.547668	62.836864	108.909409	-929.245605	110.860466	182.279709	-1222.710205	836.401306	192.597946	-1198.373169	966.315613	50.139679	-1217.849121	845.985718	185.283783	-1092.477539	811.765991	294.772614	-1320.872559	480.663208	248.375870	-1224.502686	831.690552	-69.227173	-1329.856323	435.018219	298.165985	-966.906250	383.934998	262.053802	-1591.260498	176.894638	293.008270	-1335.452393	464.283020	-112.803162	-1506.259033	141.609344	348.726349	-1314.990723	-78.352188	305.347626	-1526.444336	45.117153	294.084229	-1550.387573	86.028992	258.310120	-1515.586182	38.521942	311.224030	-1485.423096	70.742264	178.717239	-1136.722656	1330.353760	175.263062	-1133.602905	1132.997803	376.067322	-1133.197266	1326.955444	175.246521	-939.368042	1333.534302
184	1.8300	145.225082	-1112.830322	45.155293	238.825272	-1610.250122	203.073837	117.522873	-1069.451172	494.268860	114.873131	-1205.636719	843.343506	-252.910233	-1015.971558	512.321167	173.904877	-724.487305	629.278625	135.916000	-1076.449585	74.992065	118.486969	-1069.817993	472.293060	-260.349915	-1047.297607	57.121849	165.333847	-679.836426	69.662468	108.532516	-929.506897	62.628448	114.362595	-976.869873	63.571701	61.163788	-935.347168	62.151028	107.943344	-928.629089	110.346535	180.974960	-1207.015869	838.572693	191.258621	-1182.638794	968.482117	48.815994	-1202.980591	848.277222	183.144684	-1076.762573	813.959351	295.562286	-1295.199585	480.770569	247.076767	-1208.395020	833.801819	-67.770660	-1318.976563	436.716553	283.102234	-939.648560	391.635132	259.061279	-1566.214966	181.478653	293.581482	-1309.906738	464.529175	-114.664185	-1485.213257	153.708618	337.424561	-1292.814209	-75.648544	305.014038	-1502.316040	50.154285	292.909485	-1525.982910	90.986801	258.148560	-1491.312256	42.639168	310.585358	-1461.173218	75.652573	178.182785	-1121.185547	1332.725586	174.642761	-1117.953857	1135.504028	375.404053	-1117.875977	1329.239746	174.931274	-923.959961	1336.015625
185	1.8400	145.145035	-1112.796143	45.359142	234.812790	-1582.737793	205.133148	116.588974	-1061.107910	494.827118	113.736122	-1190.566162	845.768311	-253.834183	-1011.325562	510.180023	168.606812	-713.703857	623.403442	135.713257	-1075.818970	75.224533	117.589935	-1061.877686	472.863403	-261.445953	-1052.451294	56.303802	159.704636	-678.453796	62.386314	107.656807	-929.043152	62.395550	113.716492	-976.374390	63.476387	60.319893	-935.118652	61.734531	106.863724	-928.055115	110.108513	179.846298	-1191.530762	841.011902	189.948837	-1167.042603	970.914734	47.662399	-1188.324341	850.687378	181.200851	-1061.275146	816.351868	296.126648	-1269.115112	481.251770	245.956604	-1192.495361	836.255493	-65.924805	-1307.870605	438.450256	267.544800	-912.684692	400.284790	255.721115	-1539.156616	185.075134	293.919830	-1283.862549	465.076599	-116.617081	-1461.665039	165.216980	326.007385	-1267.393799	-72.295898	304.105804	-1474.515869	54.993198	291.231232	-1498.421265	95.449409	257.413055	-1463.287720	46.768585	309.393555	-1433.572144	80.869408	177.735550	-1105.772827	1335.331299	174.090332	-1102.425781	1138.244629	374.827332	-1102.676392	1331.738525	174.701096	-908.676697	1338.734619
186	1.8500	145.073700	-1112.746582	45.525257	230.682388	-1553.769287	205.611130	115.705650	-1053.905151	495.235718	112.773003	-1175.687866	848.339355	-254.741364	-1007.793213	508.062653	163.478424	-703.812988	616.376587	135.488770	-1075.169067	75.420471	116.739990	-1055.016602	473.288055	-262.491150	-1058.324219	55.813187	153.284180	-677.216370	56.102257	106.747986	-928.551208	62.304867	113.039749	-975.850220	63.467087	59.444748	-934.863892	61.476204	105.773087	-927.508606	110.013306	178.894058	-1176.241821	843.668762	188.674744	-1151.579956	973.563293	46.680344	-1173.855835	853.171082	179.464111	-1046.001465	818.898315	296.436981	-1242.719116	482.095947	245.015015	-1176.795898	838.998108	-63.772736	-1296.115967	440.060333	252.007324	-886.107056	409.824951	252.167679	-1510.227905	187.515640	294.004456	-1257.418457	465.909119	-118.601089	-1435.705811	175.560898	314.985992	-1238.750977	-68.453186	302.662781	-1443.352783	59.379864	289.117889	-1467.960815	99.190750	256.134827	-1431.791504	50.695915	307.723419	-1402.921265	86.093292	177.376007	-1090.484497	1338.118652	173.603027	-1087.017578	1141.164429	374.340546	-1087.600342	1334.396240	174.558273	-893.515259	1341.639771
187	1.8600	145.012466	-1112.687866	45.679626	226.580368	-1523.437744	204.497162	114.902809	-1047.706665	495.527802	111.977036	-1160.981445	851.005005	-255.589905	-1004.961304	506.099487	158.838745	-694.796753	608.346130	135.257813	-1074.528564	75.582161	115.965683	-1049.107300	473.598236	-263.403870	-1064.282593	55.604324	146.742874	-676.176941	50.696163	105.879250	-928.055847	62.258636	112.386230	-975.324280	63.478832	58.608494	-934.588135	61.290550	104.753525	-926.979370	109.962997	178.110809	-1161.134155	846.486938	187.440323	-1136.244751	976.371338	45.863327	-1159.551270	855.682861	177.935196	-1030.924805	821.547852	296.463898	-1216.118164	483.282806	244.244629	-1161.286499	841.968933	-61.466827	-1283.388428	441.456970	236.900177	-859.947876	420.164154	248.544647	-1479.594116	188.683090	293.815857	-1230.677734	467.003479	-120.600128	-1407.592285	184.332703	304.702515	-1206.963501	-64.279160	300.759399	-1409.212769	63.140572	286.665894	-1434.917114	102.058228	254.377625	-1397.215698	54.267891	305.661255	-1369.598633	91.080070	177.101990	-1075.317993	1341.031128	173.176575	-1071.726563	1144.203369	373.945343	-1072.645508	1337.154175	174.501190	-878.469238	1344.674805
188	1.8700	144.968399	-1112.623169	45.846039	222.656525	-1491.825562	201.825562	114.210297	-1042.353149	495.744171	111.336449	-1146.425659	853.712402	-256.354614	-1002.502136	504.355103	154.879593	-686.598450	599.499634	135.041458	-1073.915649	75.720306	115.296959	-1043.999878	473.832733	-264.155029	-1069.864868	55.617653	140.580414	-675.334473	46.044025	105.107841	-927.573547	62.194561	111.801338	-974.814331	63.472904	57.866116	-934.296265	61.119469	103.863708	-926.459045	109.895096	177.484039	-1146.188354	849.404846	186.249557	-1121.026855	979.276062	45.200775	-1145.384644	858.177490	176.606369	-1016.024170	824.245789	296.182129	-1189.422729	484.781647	243.631683	-1145.951050	845.097656	-59.190918	-1269.489380	442.612061	222.511307	-834.206604	431.180664	244.999512	-1447.431274	188.515808	293.339935	-1203.749756	468.330139	-122.618805	-1377.699219	191.297714	295.333405	-1172.167236	-59.898621	298.505371	-1372.523071	66.177490	283.998260	-1399.635742	103.971390	252.240723	-1360.024780	57.384998	303.307434	-1334.018188	95.643524	176.909607	-1060.266602	1344.008057	172.806473	-1056.546753	1147.298218	373.640137	-1057.804565	1339.951050	174.525299	-863.529419	1347.778198
189	1.8800	144.953705	-1112.550415	46.043480	219.058060	-1459.004639	197.667313	113.653893	-1037.669800	495.925964	110.836685	-1131.998901	856.406616	-257.020386	-1000.186462	502.837585	151.664886	-679.132202	590.043701	134.863480	-1073.333008	75.848984	114.759262	-1039.528198	474.032532	-264.752380	-1074.812744	55.798073	135.084961	-674.645020	42.012520	104.471573	-927.108459	62.081192	111.318565	-974.325256	63.432358	57.254288	-933.988464	60.930214	103.138199	-925.936890	109.777954	176.998245	-1131.385132	852.357788	185.106659	-1105.915894	982.211609	44.679169	-1131.333984	860.610107	175.463028	-1001.278442	826.934814	295.576233	-1162.748413	486.551392	243.159653	-1130.771240	848.309326	-57.120087	-1254.371216	443.546661	208.993073	-808.881836	442.726410	241.677521	-1413.916382	187.006790	292.571350	-1176.751465	469.851318	-124.658630	-1346.473511	196.372925	286.911194	-1134.555176	-55.376495	296.044250	-1333.720337	68.458611	281.261353	-1362.468140	104.913467	249.860229	-1320.711670	59.988850	300.780029	-1296.595337	99.655289	176.793427	-1045.322632	1346.988770	172.487701	-1041.472168	1150.386597	373.421265	-1043.068359	1342.726685	174.623489	-848.686279	1350.887451
190	1.8900	144.983749	-1112.463867	46.284832	215.924149	-1425.037109	192.121719	113.251556	-1033.478638	496.108276	110.462494	-1117.679443	859.031738	-257.577576	-997.876892	501.518311	149.153839	-672.294861	580.181396	134.746124	-1072.772949	75.982162	114.370804	-1035.524536	474.232239	-265.217926	-1079.054688	56.106686	130.348221	-674.051453	38.464645	103.988251	-926.653748	61.911251	110.957474	-973.849854	63.356457	56.790722	-933.659912	60.711399	102.589676	-925.399841	109.604065	176.637161	-1116.702881	855.279114	184.017609	-1090.899048	985.110291	44.284012	-1117.376587	862.936829	174.486984	-986.663818	829.556213	294.645508	-1136.213257	488.540588	242.811676	-1115.726563	851.526367	-55.385468	-1238.129761	444.308777	196.377106	-783.994019	454.628967	238.716843	-1379.210693	184.196976	291.518280	-1149.800659	471.522888	-126.703415	-1314.367554	199.576874	279.376190	-1094.360718	-50.708160	293.549133	-1293.220093	70.005013	278.619019	-1323.746826	104.921173	247.405731	-1279.749756	62.051090	298.218903	-1257.715210	103.043243	176.746735	-1030.474854	1349.911987	172.216370	-1026.494385	1153.405518	373.283722	-1028.423096	1345.422485	174.786743	-833.926880	1353.938477
191	1.9000	145.074112	-1112.354736	46.576778	213.381409	-1389.974731	185.309357	113.011528	-1029.606812	496.315277	110.200142	-1103.447876	861.533691	-258.022491	-995.513184	500.352295	147.228043	-665.972351	570.099487	134.706726	-1072.217773	76.131439	114.140106	-1031.823486	474.456482	-265.572906	-1082.671143	56.523979	126.295998	-673.499146	35.262970	103.657051	-926.196106	61.693184	110.723396	-973.374084	63.254353	56.475368	-933.303589	60.466518	102.212082	-924.834473	109.381653	176.386169	-1102.121216	858.101746	182.991028	-1075.963623	987.903931	44.002731	-1103.495239	865.114868	173.657196	-972.158386	832.050598	293.406158	-1109.936523	490.686920	242.572006	-1100.794800	854.669861	-54.051239	-1220.989380	444.949921	184.592133	-759.601074	466.690887	236.243042	-1343.453979	180.168457	290.203796	-1123.018311	473.291229	-128.709473	-1281.803345	200.989441	272.609955	-1051.851563	-45.818619	291.209747	-1251.390503	70.880974	276.242889	-1283.766357	104.073219	245.068207	-1237.553589	63.571678	295.779114	-1217.711548	105.791946	176.762482	-1015.710938	1352.715698	171.989258	-1011.604126	1156.291260	373.221985	-1013.853699	1347.980469	175.005203	-819.237305	1356.866211
192	1.9100	145.237701	-1112.214111	46.920719	211.539612	-1353.858032	177.366959	112.931435	-1025.895264	496.557953	110.038612	-1089.286255	863.859619	-258.354706	-993.086487	499.296082	145.726929	-660.050415	559.955811	134.755630	-1071.645752	76.304993	114.065735	-1028.273071	474.716156	-265.829346	-1085.843506	57.047829	122.741379	-672.950439	32.277473	103.461357	-925.718750	61.442780	110.608650	-972.879883	63.139103	56.292866	-932.911621	60.206520	101.984184	-924.227478	109.126389	176.233200	-1087.618652	860.761230	182.037872	-1061.095093	990.527344	43.824783	-1089.673706	867.104126	172.952713	-957.739014	834.361206	291.891418	-1084.031982	492.918640	242.427826	-1085.951538	857.662720	-53.110474	-1203.255371	445.504883	173.503708	-735.792603	478.696564	234.364822	-1306.755005	175.035019	288.666138	-1096.519531	475.095703	-130.605972	-1249.122925	200.703430	266.484802	-1007.316284	-40.577438	289.215973	-1208.534546	71.184372	274.298187	-1242.767822	102.480911	243.042511	-1194.452026	64.579376	293.620941	-1176.853394	107.938034	176.833206	-1001.016357	1355.342529	171.803955	-996.791565	1158.986084	373.228821	-999.343262	1350.348267	175.268417	-804.602661	1359.608643
193	1.9200	145.482300	-1112.034790	47.314285	210.487900	-1316.715210	168.444809	112.999077	-1022.201660	496.834106	109.969299	-1075.176758	865.960999	-258.578949	-990.614258	498.317474	144.475815	-654.416321	549.875061	134.895157	-1071.037354	76.507530	114.135986	-1024.737549	475.010132	-265.990906	-1088.788818	57.686634	119.455063	-672.389404	29.386524	103.373672	-925.207703	61.176971	110.595657	-972.351807	63.023521	56.217247	-932.479858	59.944431	101.874908	-923.569824	108.855087	176.169464	-1073.174438	863.196411	181.171463	-1046.278564	992.919373	43.742584	-1075.899414	868.867676	172.352600	-943.383667	836.433594	290.149628	-1058.606445	495.155945	242.369659	-1071.172119	860.432007	-52.492950	-1185.275635	445.979065	162.946899	-712.681030	490.417175	233.169479	-1269.188843	168.936569	286.955444	-1070.411377	476.868347	-132.298233	-1216.573242	198.807648	260.877747	-961.055054	-34.811142	287.736206	-1164.883179	71.040833	272.928650	-1200.934448	100.280609	241.504181	-1150.682251	65.137100	291.890198	-1135.343994	109.564865	176.952026	-986.375977	1357.735962	171.660553	-982.045471	1161.432495	373.298340	-984.873840	1352.476440	175.566742	-790.006958	1362.105225
194	1.9300	145.809433	-1111.812012	47.753124	210.290894	-1278.561279	158.706116	113.194229	-1018.405884	497.130463	109.986938	-1061.104858	867.793701	-258.703430	-988.127747	497.400421	143.303253	-648.967407	539.948914	135.120361	-1070.376099	76.740509	114.331505	-1021.101624	475.325958	-266.053162	-1091.729492	58.456444	116.196938	-671.820557	26.482735	103.359795	-924.652039	60.908577	110.659760	-971.777527	62.916531	56.215790	-932.006775	59.690342	101.847572	-922.855042	108.580551	176.188858	-1058.768188	865.352356	180.406555	-1031.498291	995.025024	43.751312	-1062.161865	870.373657	171.836685	-929.071350	838.218933	288.239929	-1033.753174	497.313873	242.390839	-1056.431396	862.911072	-52.088135	-1167.382080	446.344666	152.768906	-690.377686	501.624420	232.719299	-1230.799683	162.033524	285.130646	-1044.788330	478.537476	-133.678162	-1184.287231	195.371292	255.694687	-913.375244	-28.323425	286.898773	-1120.594482	70.598892	272.241699	-1158.389038	97.629807	240.588623	-1106.392578	65.344994	290.702332	-1093.321655	110.794067	177.112473	-971.772949	1359.846680	171.559418	-967.353699	1163.581055	373.424042	-970.426331	1354.322632	175.890991	-775.433411	1364.302124
195	1.9400	146.214554	-1111.544312	48.232586	210.985367	-1239.399048	148.327911	113.491409	-1014.408447	497.426147	110.087456	-1047.055786	869.319702	-258.738770	-985.664795	496.542419	142.046448	-643.611694	530.238586	135.420517	-1069.652588	77.003014	114.627609	-1017.271118	475.642883	-266.007324	-1094.848389	59.375435	112.766205	-671.266785	23.473278	103.384239	-924.046936	60.644833	110.773590	-971.150940	62.822838	56.254379	-931.495605	59.449902	101.865074	-922.081299	108.309937	176.286942	-1044.379761	867.180176	179.757309	-1016.737183	996.796143	43.846832	-1048.452026	871.594604	171.385162	-914.781311	839.672607	286.227539	-1009.548218	499.306366	242.486496	-1041.703491	865.040527	-51.769348	-1149.845459	446.547729	142.862595	-668.973145	512.103516	233.048264	-1191.601318	154.503891	283.254456	-1019.725952	480.030029	-134.634537	-1152.277222	190.449097	250.874756	-864.582153	-20.909195	286.777527	-1075.767578	70.025749	272.298187	-1115.205688	94.701881	240.376541	-1061.663818	65.339836	290.127533	-1050.874878	111.775673	177.309326	-957.191040	1361.629517	171.503006	-952.704224	1165.386230	373.600891	-955.982544	1355.849365	176.233734	-760.865662	1366.150024
196	1.9500	146.688736	-1111.233398	48.749035	212.577194	-1199.221924	137.502197	113.862808	-1010.130737	497.696167	110.267212	-1033.016113	870.508972	-258.696899	-983.268738	495.751953	140.553955	-638.269531	520.780579	135.781631	-1068.860718	77.292397	114.997223	-1013.170532	475.936646	-265.842163	-1098.284424	60.463108	109.004967	-670.760864	20.282196	103.414162	-923.391113	60.386524	110.910439	-970.469666	62.741943	56.301239	-930.951050	59.223618	101.894043	-921.248779	108.043976	176.459839	-1029.990112	868.639404	179.236420	-1001.978333	998.192871	44.026001	-1034.762329	872.509583	170.978699	-900.494812	840.757690	284.178162	-986.045044	501.050110	242.652405	-1026.963501	866.769836	-51.429260	-1132.823486	446.521179	133.204895	-648.507751	521.673096	234.159882	-1151.588257	146.541016	281.388367	-995.278503	481.277405	-135.070862	-1120.434692	184.088776	246.401184	-814.975098	-12.372299	287.384857	-1030.454956	69.503860	273.107239	-1071.419678	91.684265	240.884888	-1016.528687	65.291916	290.183319	-1008.052307	112.680458	177.538376	-942.613159	1363.046387	171.494690	-938.083679	1166.810059	373.824646	-941.523499	1357.026367	176.588348	-746.286865	1367.607178
197	1.9600	147.221039	-1110.883179	49.300770	215.039307	-1158.020996	126.436569	114.281219	-1005.512939	497.914825	110.521706	-1018.972961	871.337036	-258.586090	-980.993713	495.044678	138.679901	-632.877563	511.592102	136.189224	-1068.000488	77.605186	115.413986	-1008.744080	476.182953	-265.545959	-1102.120483	61.737991	104.815109	-670.342834	16.850239	103.423279	-922.687256	60.129776	111.047859	-969.735596	62.670284	56.330772	-930.379578	59.008133	101.908218	-920.359863	107.778717	176.702667	-1015.580627	869.698242	178.853256	-987.203552	999.184082	44.284485	-1021.084717	873.103760	170.597931	-886.193970	841.444275	282.151581	-963.270935	502.470551	242.883545	-1012.188477	868.059204	-51.013733	-1116.323608	446.205933	123.883255	-628.947876	530.204956	236.025925	-1110.741333	138.350647	279.586121	-971.473022	482.218689	-134.920486	-1088.513916	176.338806	242.324341	-764.838623	-2.539612	288.672668	-984.682922	69.224846	274.625946	-1027.044067	88.773529	242.068588	-970.996216	65.395905	290.835083	-964.880493	113.689613	177.796997	-928.023193	1364.067505	171.538437	-923.478149	1167.822876	374.092407	-927.031677	1357.830322	176.950638	-731.681335	1368.641846
198	1.9700	147.801285	-1110.498779	49.888412	218.310867	-1115.794189	115.352715	114.722412	-1000.513062	498.058533	110.844345	-1004.913208	871.789429	-258.411896	-978.904419	494.441071	136.285797	-627.387207	502.675323	136.630463	-1067.071655	77.937637	115.854065	-1003.950989	476.358215	-265.105072	-1106.401367	63.219284	100.136597	-670.052979	13.136032	103.393791	-921.938477	59.867462	111.169502	-968.951172	62.601807	56.325657	-929.785583	58.797649	101.890495	-919.416321	107.506836	177.008728	-1001.135132	870.334229	178.612381	-972.396057	999.748108	44.615906	-1007.411438	873.368591	170.224365	-871.863586	841.710815	280.195282	-941.221069	503.506134	243.173126	-997.356628	868.879028	-50.557037	-1100.172729	445.570801	115.115036	-610.158569	537.643188	238.586060	-1069.039673	130.148193	277.888428	-948.307312	482.806702	-134.166290	-1056.111450	167.263962	238.794647	-714.433472	8.725815	290.540497	-938.467468	69.382881	276.765350	-982.083374	86.170525	243.828247	-925.070251	65.860268	292.003174	-921.376709	114.986557	178.083862	-913.405457	1364.671143	171.639267	-908.873474	1168.403320	374.402466	-912.489624	1358.245972	177.317062	-717.034058	1369.230713
199	1.9800	148.422134	-1110.085571	50.514957	222.298141	-1072.559204	104.482117	115.166451	-995.106812	498.107758	111.226738	-990.824036	871.857788	-258.170380	-977.068054	493.965698	133.250458	-621.771606	494.020355	137.096008	-1066.077881	78.286613	116.298019	-998.769165	476.444305	-264.506012	-1111.131348	64.925011	94.955872	-669.931152	9.116631	103.317772	-921.148682	59.591934	111.267059	-968.119995	62.530407	56.278011	-929.172485	58.585968	101.833801	-918.420227	107.220558	177.369156	-986.636536	870.534302	178.513687	-957.537720	999.872742	45.011734	-993.731201	873.301697	169.840347	-857.487732	841.544800	278.339355	-919.856567	504.112366	243.511642	-982.448975	869.210571	-50.208557	-1084.007568	444.629242	107.252167	-591.886780	544.019043	241.749222	-1026.470215	122.154762	276.317993	-925.746338	483.011993	-132.858871	-1022.652344	156.975143	236.089233	-663.981079	21.517586	292.848328	-891.833496	70.167282	279.399353	-936.551025	84.073975	246.023911	-878.768188	66.896049	293.575165	-877.565735	116.748741	178.399353	-898.745239	1364.843872	171.801712	-894.255005	1168.538696	374.754517	-897.880981	1358.264282	177.686157	-702.331177	1369.360596
